+------------------------+--------------------+--------------------+------------------------+---------------------+
|           Z            |         F          |      F deriv       |           U            |         divF        |
| 0.0031000000000000003  | 48.281754574924776 | 49.07331486007536  | 2.2224682287725066e-06 |  90460.87750867248  |
|         0.0032         | 49.864875145286334 | 50.656440862111914 | 2.2224666774208357e-06 |  90461.29116757146  |
|         0.0033         | 51.44800657900393  | 52.23957789086847  | 2.222465076816187e-06  |  90461.71795717005  |
| 0.0034000000000000002  | 53.03114920280584  |  53.8227263002998  | 2.222463426958212e-06  |  90462.15787734398  |
|         0.0035         | 54.61430339787344  | 55.40588643074875  | 2.222461727846551e-06  |  90462.61092796398  |
| 0.0036000000000000003  | 56.19746946371097  | 56.98905860894611  | 2.222459979480835e-06  |  90463.07710889804  |
|         0.0037         | 57.780647754275826 | 58.57224318884981  | 2.222458181860683e-06  |  90463.55642001021  |
|         0.0038         | 59.36383862352646  | 60.155440531225366 | 2.222456334985704e-06  |   90464.0488611596  |
| 0.0039000000000000003  | 60.94704243903549  | 61.73865096961339  | 2.2224544388554957e-06 |  90464.55443220446  |
|         0.004          | 62.530259500311516 | 63.32187484436215  | 2.2224524934696453e-06 |  90465.07313299485  |
|         0.0041         |  64.1134901885425  | 64.90511250943412  | 2.222450498827729e-06  |  90465.60496338096  |
|  0.004200000000000001  | 65.69673483046545  |  66.4883643119865  | 2.222448454929313e-06  |   90466.1499232065  |
|         0.0043         | 67.27999379365775  | 68.07163059237126  | 2.222446361773952e-06  |  90466.70801231246  |
|         0.0044         |  68.8632673912459  | 69.65491168413499  | 2.2224442193611898e-06 |  90467.27923053596  |
| 0.0045000000000000005  | 70.44655597719674  | 71.23820795485828  | 2.2224420276905607e-06 |  90467.86357771103  |
|         0.0046         | 72.02985993270454  | 72.82151974489702  | 2.2224397867615866e-06 |  90468.46105366564  |
|         0.0047         | 73.61317955728676  | 74.40484738780184  |  2.22243749657378e-06  |  90469.07165822694  |
| 0.0048000000000000004  | 75.19651521852737  | 75.98819123754446  | 2.2224351571266416e-06 |  90469.69539121477  |
|         0.0049         | 76.77986725678566  | 77.57155162087179  | 2.2224327684196624e-06 |  90470.33225244904  |
|         0.005          | 78.36323598519635  | 79.15492889175839  | 2.222430330452323e-06  |  90470.98224174211  |
|         0.0051         | 79.94662179857382  | 80.73832339737383  | 2.222427843224092e-06  |  90471.64535890447  |
|  0.005200000000000001  |  81.5300249964427  | 82.32173547127604  | 2.222425306734428e-06  |  90472.32160374279  |
|         0.0053         | 83.11344594639435  |  83.9051654810571  | 2.2224227209827796e-06 |  90473.01097605983  |
|         0.0054         | 84.69688501602164  | 85.48861377389127  | 2.2224200859685826e-06 |  90473.71347565309  |
| 0.0055000000000000005  | 86.28034253208006  | 87.07208067653471  | 2.222417401691263e-06  |  90474.42910231974  |
|         0.0056         | 87.86381882132657  | 88.65556652255181  | 2.2224146681502373e-06 |  90475.15785584858  |
|         0.0057         | 89.44731422413298  | 90.23907164550863  | 2.2224118853449105e-06 |   90475.8997360271  |
| 0.0058000000000000005  | 91.03082906725965  |  91.8225964130055  | 2.2224090532746778e-06 |  90476.65474263845  |
|         0.0059         | 92.61436375914684  |  93.4061411926445  | 2.2224061719389218e-06 |  90477.42287546326  |
|         0.006          |  94.1979186265584  | 94.98970630438379  | 2.222403241337015e-06  |   90478.2041342771  |
|         0.0061         | 95.78149398264696  | 96.57329208860298  | 2.2224002614683195e-06 |  90478.99851885025  |
|  0.006200000000000001  | 97.36509019501905  | 98.15689891971606  | 2.222397232332187e-06  |   90479.8060289514  |
|         0.0063         | 98.94870764489613  | 99.74052711088021  | 2.2223941539279567e-06 |  90480.62666434521  |
|         0.0064         | 100.53234657737109 | 101.32417699567398 | 2.2223910262549603e-06 |  90481.46042479163  |
|  0.006500000000000001  | 102.1160074145082  | 102.90784895532353 | 2.222387849312516e-06  |  90482.30731004795  |
|         0.0066         | 103.69969049669552 | 104.49154332341143 | 2.2223846230999324e-06 |  90483.16731986546  |
|         0.0067         | 105.28339615071009 | 106.07526043352212 | 2.222381347616507e-06  |   90484.0404539928  |
| 0.0068000000000000005  | 106.86712471694374 | 107.65900063966146 | 2.2223780228615267e-06 |  90484.92671217666  |
|  0.006900000000000001  | 108.45087656301654 | 109.24276428903113 | 2.2223746488342678e-06 |  90485.82609415709  |
|         0.007          | 110.03465201571157 | 110.8265517220282  | 2.2223712255339956e-06 |  90486.73859967115  |
|         0.0071         |  111.61845142904   | 112.41036327224525 | 2.222367752959965e-06  |  90487.66422845318  |
|  0.007200000000000001  | 113.20227511617601 | 113.99419929369681 | 2.2223642311114205e-06 |  90488.60298023118  |
|         0.0073         | 114.78612347197412 | 115.57806013359267 | 2.222360659987595e-06  |  90489.55485473317  |
|         0.0074         | 116.3699967959998  | 117.16194611191915 | 2.2223570395877115e-06 |  90490.51985167892  |
|  0.007500000000000001  | 117.95389542865986 | 118.74585759631006 | 2.222353369910983e-06  |  90491.49797078746  |
|         0.0076         | 119.53781976481535 | 120.32979492717554 | 2.2223496509566096e-06 |  90492.48921177366  |
|         0.0077         | 121.12177009042554 | 121.91375845173465 | 2.222345882723783e-06  |  90493.49357434601  |
| 0.0078000000000000005  | 122.70574681396913 | 123.49774853082158 | 2.222342065211682e-06  |  90494.51105821285  |
|         0.0079         | 124.28975024863595 | 125.08176547082087 | 2.2223381984194754e-06 |  90495.54166307651  |
|         0.008          | 125.87378069400519 |  126.665809625765  | 2.2223342823463233e-06 |   90496.585388635   |
|         0.0081         | 127.45783855856263 | 128.24988136330185 | 2.2223303169913726e-06 |   90497.6422345847  |
|         0.0082         | 129.04192416911837 | 129.83398101704933 |  2.22232630235376e-06  |  90498.71220061557  |
|         0.0083         | 130.6260378660979  | 131.41810892743408 | 2.222322238432612e-06  |  90499.79528641615  |
|  0.008400000000000001  | 132.2101799899293  | 133.00226543488546 | 2.2223181252270445e-06 |  90500.89149166817  |
|         0.0085         | 133.79435088104307 | 134.5864508866417  | 2.222313962736162e-06  |  90502.00081605316  |
|         0.0086         | 135.3785508934852  | 136.17066562994364 | 2.2223097509590593e-06 |  90503.12325924629  |
|  0.008700000000000001  | 136.96278036769144 | 137.75491001884131 | 2.2223054898948194e-06 |  90504.25882091989  |
|         0.0088         | 138.54703967132605 | 139.33918438016116 | 2.2223011795425145e-06 |   90505.4075007411  |
|         0.0089         | 140.13132909037773 | 140.92348905434548 | 2.2222968199012078e-06 |  90506.56929837502  |
|  0.009000000000000001  | 141.7156490197423  | 142.50782440906522 | 2.2222924109699502e-06 |  90507.74421348225  |
|         0.0091         | 143.2999997998659  | 144.09219077115483 | 2.222287952747782e-06  |  90508.93224571877  |
|         0.0092         | 144.88438174397143 | 145.67658848787127 | 2.222283445233734e-06  |  90510.13339473752  |
|  0.009300000000000001  | 146.46879523334968 | 147.26101792689366 | 2.2222788884268245e-06 |  90511.34766018843  |
|         0.0094         | 148.0532406220682  | 148.84547940825826 | 2.2222742823260615e-06 |  90512.57504171538  |
|         0.0095         | 149.63771819613217 | 150.4299732656175  | 2.2222696269304437e-06 |  90513.81553895997  |
|  0.009600000000000001  | 151.2222283368409  | 152.01449985985232 | 2.222264922238958e-06  |  90515.06915155983  |
|         0.0097         | 152.80677138465742 | 153.59905952462088 | 2.222260168250581e-06  |  90516.33587914912  |
|         0.0098         | 154.39134766643463 | 155.18365261400353 | 2.2222553649642786e-06 |  90517.61572135666  |
|         0.0099         | 155.9759575634805  | 156.7682794684706  | 2.2222505123790053e-06 |  90518.90867780846  |
|          0.01          | 157.56060137542792 | 158.3529404284956  | 2.222245610493706e-06  |  90520.21474812675  |
|  0.010100000000000001  | 159.14527948359068 | 159.9376358413613  | 2.222240659307314e-06  |    90521.53393193   |
|         0.0102         | 160.72999220122077 | 161.52236606116026 | 2.2222356588187527e-06 |  90522.86622883094  |
|         0.0103         | 162.31473992325124 | 163.10713143518143 | 2.222230609026933e-06  |  90524.21163844224  |
|  0.010400000000000001  |  163.899522949327  | 164.6919322902974  | 2.2222255099307573e-06 |   90525.5701603701  |
|         0.0105         | 165.4843416335483  | 166.27676900102938 | 2.222220361529116e-06  |   90526.9417942171  |
|         0.0106         | 167.06919637085755 | 167.86164187383696 | 2.2222151638208873e-06 |  90528.32653958212  |
|  0.010700000000000001  | 168.6540873792311  | 169.44655124921502 | 2.2222099168049435e-06 |  90529.72439606053  |
|         0.0108         | 170.2390151216828  | 171.03149751530776 | 2.222204620480142e-06  |  90531.13536324326  |
|         0.0109         | 171.82397991148676 | 172.61648097858398 | 2.2221992748453298e-06 |  90532.55944071757  |
|  0.011000000000000001  | 173.40898204830697 | 174.2015019863552  | 2.2221938798993457e-06 |  90533.99662806817  |
|         0.0111         | 174.99402192710215 | 175.7865608791296  | 2.2221884356410156e-06 |  90535.44692487374  |
|         0.0112         | 176.57909983393014 | 177.37165801783848 | 2.2221829420691567e-06 |  90536.91033071077  |
|  0.011300000000000001  | 178.16421620459548 | 178.95679375660964 | 2.2221773991825724e-06 |  90538.38684515108  |
|         0.0114         | 179.74937131154954 | 180.54196840873547 | 2.222171806980058e-06  |  90539.87646776308  |
|         0.0115         | 181.3345655089255  | 182.12718231473775 | 2.222166165460397e-06  |  90541.37919811113  |
|  0.011600000000000001  | 182.91979912363396 | 183.71243583556145 | 2.2221604746223643e-06 |  90542.89503575515  |
|         0.0117         |  184.505072550654  | 185.29772932534823 | 2.222154734464721e-06  |  90544.42398025161  |
|         0.0118         | 186.0903861032902  | 186.88306311782412 | 2.2221489449862186e-06 |  90545.96603115421  |
|         0.0119         | 187.67574013568972 | 188.46843755352492 | 2.2221431061855986e-06 |  90547.52118801214  |
|         0.012          | 189.26113497477724 | 190.0538529934096  | 2.2221372180615916e-06 |  90549.08945037045  |
|  0.012100000000000001  | 190.84657101554612 | 191.63930976440847 | 2.222131280612916e-06  |  90550.67081776886  |
|         0.0122         | 192.43204851686323 | 193.22480820026163 | 2.222125293838282e-06  |  90552.26528974675  |
|         0.0123         | 194.01756788734235 | 194.81034867555232 | 2.2221192577363873e-06 |  90553.87286583654  |
|  0.012400000000000001  | 195.60312946753592 | 196.39593152402819 | 2.2221131723059193e-06 |  90555.49354556849  |
|         0.0125         | 197.1887335843869  | 197.98155707944056 | 2.2221070375455547e-06 |   90557.1273284692  |
|         0.0126         | 198.77438057845512 | 199.56722569596434 |  2.22210085345396e-06  |  90558.77421405922  |
|  0.012700000000000001  | 200.36007081753036 | 201.1529377073586  |  2.22209462002979e-06  |  90560.43420185744  |
|         0.0128         | 201.94580460134102 | 202.73869345419277 | 2.2220883372716903e-06 |  90562.10729137887  |
|         0.0129         | 203.53158231129757 | 204.32449329065298 | 2.2220820051782946e-06 |  90563.79348213326  |
|  0.013000000000000001  | 205.1174042743621  | 205.9103375641231  | 2.2220756237482266e-06 |  90565.49277362738  |
|         0.0131         | 206.7032708583399  | 207.49622661518436 | 2.2220691929800984e-06 |  90567.20516536367  |
|         0.0132         | 208.28918237658806 | 209.08216077761492 | 2.2220627128725123e-06 |  90568.93065684238  |
|  0.013300000000000001  | 209.8751391833066  | 210.66814039881095 | 2.2220561834240597e-06 |  90570.66924755709  |
|         0.0134         | 211.46114161908685 | 212.25416581936526 | 2.2220496046333215e-06 |   90572.4209369997  |
|         0.0135         | 213.0471900245238  | 213.8402373934881  | 2.222042976498868e-06  |  90574.18572465729  |
|  0.013600000000000001  | 214.63328476744266 | 215.4263554685872  | 2.2220362990192574e-06 |  90575.96361001479  |
|         0.0137         | 216.21942617483384 | 217.01252037165509 | 2.222029572193039e-06  |  90577.75459255048  |
|  0.013800000000000002  | 217.80561457369183 | 218.59873246372078 | 2.222022796018751e-06  |  90579.55867173988  |
|  0.013900000000000001  | 219.39185035908037 | 220.18499209220457 | 2.2220159704949194e-06 |  90581.37584705612  |
|         0.014          | 220.97813383077622 | 221.77129958411138 | 2.2220090956200613e-06 |  90583.20611796691  |
|  0.014100000000000001  | 222.56446534301236 | 223.3576552800632  | 2.2220021713926824e-06 |  90585.04948393717  |
|         0.0142         | 224.15084522280023 | 224.94405952749338 | 2.2219951978112783e-06 |  90586.90594442638  |
|         0.0143         | 225.7372738379945  | 226.53051268745193 | 2.2219881748743334e-06 |  90588.77549889155  |
|  0.014400000000000001  | 227.3237515428411  | 228.11701508696117 | 2.221981102580321e-06  |  90590.65814678489  |
|         0.0145         | 228.91027863713828 | 229.7035670530473  | 2.2219739809277045e-06 |   90592.5538875563  |
|         0.0146         | 230.49685547514068 | 231.29016894677406 | 2.2219668099149373e-06 |  90594.46272065004  |
|  0.014700000000000001  | 232.0834824247206  | 232.87682112240256 | 2.2219595895404607e-06 |  90596.38464550703  |
|         0.0148         | 233.67015982652848 | 234.46352390697265 | 2.2219523198027056e-06 |  90598.31966156517  |
|         0.0149         | 235.2568879939933  | 236.05027766156115 | 2.221945000700093e-06  |  90600.26776825824  |
|  0.015000000000000001  | 236.84366733583977 | 237.63708272682985 | 2.2219376322310316e-06 |  90602.22896501441  |
|         0.0151         | 238.43049812466674 | 239.22393943663843 | 2.221930214393921e-06  |  90604.20325126144  |
|         0.0152         | 240.01738075559504 | 240.81084813165802 | 2.2219227471871493e-06 |  90606.19062641912  |
|  0.015300000000000001  | 241.6043155148457  | 242.39780915256412 | 2.221915230609095e-06  |  90608.19108990765  |
|         0.0154         | 243.19130279754887 | 243.9848228604565  | 2.2219076646581244e-06 |  90610.20464113931  |
|         0.0155         | 244.7783429307739  | 245.57188958921338 | 2.221900049332594e-06  |  90612.23127952551  |
|  0.015600000000000001  | 246.36543625520812 | 247.15900967952456 |  2.22189238463085e-06  |  90614.27100447175  |
|  0.015700000000000002  | 247.95258311154342 | 248.74618347889054 | 2.221884670551227e-06  |  90616.32381538165  |
|         0.0158         | 249.5397838540895  | 250.33341133481727 | 2.2218769070920492e-06 |   90618.3897116541  |
|         0.0159         | 251.12703882354793 | 251.92069358120196 | 2.2218690942516304e-06 |  90620.46869268281  |
|         0.016          | 252.7143483470119  | 253.5080305655598  | 2.221861232028274e-06  |  90622.56075786022  |
|         0.0161         | 254.3017127924187  | 255.09542263541107 | 2.2218533204202714e-06 |   90624.6659065727  |
|         0.0162         | 255.8891324868713  | 256.68287012466766 | 2.221845359425905e-06  |  90626.78413820366  |
|  0.016300000000000002  | 257.47660777109076 | 258.2703733808595  | 2.221837349043446e-06  |  90628.91545213212  |
|         0.0164         | 259.0641389994159  | 259.85793273790836 | 2.221829289271154e-06  |   90631.0598477349  |
|         0.0165         | 260.65172648535145 | 261.44554855016065 | 2.2218211801072803e-06 |  90633.21732438283  |
|         0.0166         | 262.23937062408544 | 263.03322116516136 | 2.2218130215500625e-06 |  90635.38788144322  |
|         0.0167         | 263.82707171551965 | 264.6209509304603  | 2.2218048135977296e-06 |  90637.57151828124  |
|  0.016800000000000002  | 265.41483015485227 | 266.20873818680604 | 2.221796556248498e-06  |  90639.76823425623  |
|  0.016900000000000002  | 267.00264622838205 |  267.796583247726  | 2.221788249500576e-06  |  90641.97802872592  |
|         0.017          | 268.5905202768654  | 269.3844864880119  | 2.2217798933521597e-06 |  90644.20090104069  |
|         0.0171         | 270.1784527091287  | 270.97244824162067 | 2.2217714878014343e-06 |   90646.4368505512  |
|         0.0172         | 271.7664437842602  | 272.56046882890206 | 2.2217630328465758e-06 |  90648.68587660021  |
|         0.0173         | 273.3544938838709  | 274.1485486246632  | 2.2217545284857487e-06 |  90650.94797852993  |
|  0.017400000000000002  | 274.9426033759638  | 275.7366879696836  | 2.221745974717106e-06  |  90653.22315567617  |
|         0.0175         | 276.5307725740951  | 277.3248871979417  | 2.2217373715387913e-06 |  90655.51140737357  |
|         0.0176         | 278.1190018326655  | 278.91314665703413 | 2.2217287189489366e-06 |  90657.81273294975  |
|         0.0177         | 279.7072914924678  | 280.5014666945631  | 2.2217200169456636e-06 |  90660.12713173211  |
|         0.0178         | 281.29564190791336 | 282.0898476445232  | 2.221711265527083e-06  |  90662.45460304014  |
|         0.0179         | 282.88405339258003 | 283.6782898477208  | 2.221702464691296e-06  |  90664.79514619296  |
|  0.018000000000000002  | 284.4725263145029  | 285.2667936449679  | 2.221693614436392e-06  |  90667.14876050304  |
|         0.0181         | 286.06106098727054 | 286.8553593975013  | 2.2216847147604506e-06 |  90669.51544528156  |
|         0.0182         | 287.64965781976827 | 288.44398743933726 | 2.221675765661539e-06  |  90671.89519983456  |
|         0.0183         | 289.2383170711435  | 290.03267809088493 | 2.2216667671377162e-06 |  90674.28802346406  |
|         0.0184         | 290.8270391230666  | 291.62143171339767 | 2.2216577191870294e-06 |  90676.69391546794  |
|  0.018500000000000003  | 292.41582431637437 | 293.2102486545218  | 2.221648621807515e-06  |  90679.11287514017  |
|  0.018600000000000002  | 294.00467300552225 | 294.7991292482959  | 2.221639474997199e-06  |  90681.54490177243  |
|         0.0187         | 295.59358550413236 | 296.38807384918397 | 2.221630278754097e-06  |  90683.98999465127  |
|         0.0188         | 297.18256220751056 | 297.9770827980427  | 2.2216210330762122e-06 |  90686.44815305946  |
|         0.0189         | 298.7716034020642  | 299.56615642892797 | 2.2216117379615397e-06 |  90688.91937627556  |
|         0.019          | 300.36070946949775 | 301.15529508951437 | 2.221602393408062e-06  |  90691.40366357593  |
|  0.019100000000000002  | 301.94988072345603 | 302.74449912067575 | 2.2215929994137525e-06 |  90693.90101423042  |
|  0.019200000000000002  | 303.5391175320419  | 304.33376886329205 | 2.2215835559765724e-06 |   90696.4114275072  |
|         0.0193         | 305.12842020891225 | 305.9231046718619  | 2.221574063094474e-06  |  90698.93490266973  |
|         0.0194         | 306.71778914940757 | 307.51250689408323 | 2.2215645207653964e-06 |  90701.47143897784  |
|         0.0195         | 308.30722465358326 | 309.10197584362743 | 2.2215549289872703e-06 |  90704.02103568746  |
|         0.0196         | 309.8967270487267  | 310.6915118682043  | 2.2215452877580156e-06 |  90706.58369204955  |
|  0.019700000000000002  | 311.4862967029702  | 312.2811153223364  | 2.221535597075541e-06  |  90709.15940731378  |
|         0.0198         | 313.0759339572264  | 313.8707865469392  | 2.2215258569377447e-06 |  90711.74818072244  |
|         0.0199         | 314.66563915241363 | 315.46052588293384 | 2.221516067342514e-06  |  90714.35001151668  |
|          0.02          | 316.2554126294562  |  317.050333671248  | 2.221506228287726e-06  |  90716.96489893363  |
|         0.0201         | 317.84525472928476 | 318.64021025281517 | 2.221496339771247e-06  |  90719.59284220498  |
|  0.020200000000000003  | 319.4351657928359  | 320.23015596857533 | 2.2214864017909326e-06 |  90722.23384055999  |
|  0.020300000000000002  | 321.0251461610527  | 321.8201711798938  | 2.221476414344628e-06  |  90724.88789322253  |
|         0.0204         | 322.61519621572296 | 323.4102562277226  | 2.2214663774301667e-06 |  90727.55499941428  |
|         0.0205         | 324.20531625696293 | 325.0004114257942  | 2.2214562910453724e-06 |  90730.23515835335  |
|         0.0206         | 325.7955066121213  | 326.5906371286862  | 2.221446155188059e-06  |  90732.92836925088  |
|         0.0207         | 327.3857676630048  | 328.1809336909827  | 2.2214359698560284e-06 |   90735.6346313167  |
|  0.020800000000000003  | 328.9760997369744  | 329.7713014468542  | 2.2214257350470725e-06 |   90738.3539437578  |
|  0.020900000000000002  | 330.5665031750106  | 331.3617407645105  | 2.2214154507589724e-06 |  90741.08630577402  |
|         0.021          | 332.1569783725523  | 332.9522519441026  | 2.221405116989497e-06  |  90743.83171656381  |
|         0.0211         | 333.7475255344625  | 334.5428353198202  | 2.221394733736409e-06  |  90746.59017532157  |
|         0.0212         | 335.33814512425795 | 336.1334912598922  | 2.2213843009974565e-06 |  90749.36168123643  |
|         0.0213         | 336.92883741487975 | 337.7242201189414  | 2.221373818770379e-06  |  90752.14623349391  |
|  0.021400000000000002  | 338.5196028426317  | 339.3150222515963  | 2.221363287052903e-06  |  90754.94383127707  |
|  0.021500000000000002  | 340.1104416804679  | 340.9058979716534  | 2.221352705842746e-06  |  90757.75447376433  |
|         0.0216         | 341.70135428302694 | 342.4968476133355  | 2.2213420751376146e-06 |  90760.57816013011  |
|         0.0217         | 343.2923409641152  | 344.0878715040646  | 2.2213313949352057e-06 |  90763.41488954464  |
|         0.0218         | 344.88340206477136 | 345.6789700257224  | 2.2213206652332057e-06 |  90766.26466117505  |
|         0.0219         | 346.4745380077195  | 347.2701435125513  | 2.2213098860292877e-06 |  90769.12747418408  |
|  0.022000000000000002  | 348.06574903872075 | 348.8613922851875  | 2.2212990573211175e-06 |  90772.00332772899  |
|         0.0221         | 349.65703555328594 | 350.45271670511266 | 2.221288179106348e-06  |  90774.89222096739  |
|         0.0222         | 351.24839787886793 | 352.0441171065894  | 2.221277251382623e-06  |  90777.79415304915  |
|         0.0223         | 352.8398363565392  | 353.6355938375006  | 2.2212662741475744e-06 |  90780.70912312104  |
|         0.0224         | 354.43135134099236 | 355.22714725254167 | 2.221255247398824e-06  |  90783.63713032709  |
|  0.022500000000000003  | 356.02294318692645 | 356.81877767238285 | 2.2212441711339822e-06 |  90786.57817380775  |
|  0.022600000000000002  | 357.61461218098253 | 358.4104854245078  | 2.221233045350651e-06  |  90789.53225269652  |
|         0.0227         | 359.2063586914867  | 360.00227088405217 |  2.22122187004642e-06  |  90792.49936612735  |
|         0.0228         | 360.79818310038473 | 361.5941343853201  | 2.2212106452188678e-06 |   90795.4795132268  |
|         0.0229         | 362.3900856943388  | 363.1860762694293  | 2.221199370865564e-06  |  90798.47269311834  |
|         0.023          | 363.9820668689218  | 364.7780968843102  | 2.2211880469840656e-06 |  90801.47890492379  |
|  0.023100000000000002  | 365.57412692442233 | 366.37019654386836 | 2.2211766735719204e-06 |  90804.49814775857  |
|  0.023200000000000002  | 367.16626618836256 | 367.96237559604884 | 2.2211652506266663e-06 |  90807.53042073551  |
|         0.0233         | 368.7584850291108  | 369.55463438199746 | 2.2211537781458293e-06 |   90810.5757229617  |
|         0.0234         |  370.35078376059   | 371.14697327009304 | 2.221142256126926e-06  |  90813.63405354216  |
|         0.0235         | 371.9431628056349  | 372.7393925810761  | 2.2211306845674597e-06 |  90816.70541157816  |
|         0.0236         |  373.535622382892  | 374.33189265611384 | 2.221119063464927e-06  |  90819.78979616649  |
|  0.023700000000000002  | 375.1281629560493  | 375.92447386360686 | 2.2211073928168103e-06 |  90822.88720639911  |
|         0.0238         | 376.7207847982197  | 377.51713651751066 | 2.221095672620583e-06  |  90825.99764136548  |
|         0.0239         | 378.3134882642014  | 379.10988095901416 | 2.221083902873708e-06  |  90829.12110015177  |
|         0.024          | 379.9062736815744  |  380.702707529314  | 2.221072083573638e-06  |  90832.25758183812  |
|         0.0241         | 381.49914140515153 | 382.29561659003343 | 2.2210602147178144e-06 |  90835.40708550203  |
|  0.024200000000000003  | 383.0920918033667  | 383.8886084619643  | 2.221048296303667e-06  |  90838.56961021668  |
|  0.024300000000000002  | 384.68512514936936 | 385.48168350674405 | 2.221036328328618e-06  |   90841.7451550516  |
|         0.0244         | 386.2782418932859  | 387.07484205879274 | 2.2210243107900745e-06 |  90844.93371907392  |
|         0.0245         |  387.871442253829  | 388.6680844389242  | 2.2210122436854377e-06 |  90848.13530134395  |
|         0.0246         | 389.4647266539142  | 390.2614110156057  | 2.2210001270120953e-06 |  90851.34990091994  |
|         0.0247         | 391.05809540756036 | 391.85482210966615 | 2.2209879607674253e-06 |  90854.57751685592  |
|  0.024800000000000003  | 392.65154884240656 | 393.44831807597484 | 2.2209757449487956e-06 |  90857.81814820186  |
|  0.024900000000000002  |  394.245087340552  | 395.0418992557954  | 2.220963479553562e-06  |  90861.07179400485  |
|         0.025          | 395.83871120242543 | 396.6355659699803  | 2.2209511645790714e-06 |  90864.33845330676  |
|         0.0251         | 397.43242076930215 | 398.22931858022787 | 2.2209388000226597e-06 |   90867.6181251443  |
|         0.0252         | 399.0262164233041  | 399.8231574346316  | 2.2209263858816513e-06 |  90870.91080855465  |
|         0.0253         | 400.6200984784964  | 401.4170828608734  | 2.2209139221533605e-06 |  90874.21650256666  |
|  0.025400000000000002  | 402.21406727617716 |  403.011095200255  | 2.2209014088350913e-06 |  90877.53520620851  |
|  0.025500000000000002  | 403.8081231576528  | 404.6051948008938  | 2.220888845924137e-06  |  90880.86691850159  |
|         0.0256         | 405.40226647785073 | 406.19938199730115 |  2.22087623341778e-06  |   90884.211638466   |
